"Stock","Country","Year","CatchCategory","ReportingCategory","CATONRaisedOrImported","MisreportedArea","Area","Season","SeasonType","Fleet","CATON","Effort","UnitEffort","OfficialLandings","SampledOrEstimated","Sex","AgeOrLength","AgeOrLengthType","CANUM","WECA","LECA","SampledCatch","No..of.Length.Samples","No..of.Length.Measured","No..of.Age.Samples","No..Age.Readings"
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Female",10,"Age",0.11,1214.89,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Female",11,"Age",0.08,1461.3,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Female",12,"Age",0.07,1381.19,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Female",13,"Age",0.08,1349.85,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Female",14,"Age",0.02,1595.63,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Female",15,"Age",0.03,1500.39,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Female",17,"Age",0.01,1427.82,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Female",19,"Age",0.04,1595.63,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Female",22,"Age",0.04,1595.63,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Female",6,"Age",2.24,662.47,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Female",5,"Age",2.61,545.28,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Female",4,"Age",16.94,280.87,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Female",3,"Age",112.57,230.43,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Female",2,"Age",23.9,133.25,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Female",1,"Age",1.38,57.41,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",10,"Age",6.24,1171.96,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",11,"Age",4.62,1516.2,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",9,"Age",12.48,984.07,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",12,"Age",2.77,1136.49,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",13,"Age",5.78,1281.82,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",14,"Age",0.8,1744.26,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",15,"Age",0.93,1193.94,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",17,"Age",1.07,1521.35,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",19,"Age",1.13,1902.26,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",20,"Age",0.24,2398.1,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",21,"Age",0.27,2176.88,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",22,"Age",0.33,1595.63,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",27,"Age",0.55,1272.2,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",8,"Age",31.18,830.93,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",7,"Age",57.79,675.09,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",6,"Age",123.94,566.5,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",5,"Age",145.92,507.36,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",4,"Age",497.85,372.5,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",3,"Age",540.44,315.36,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Female",2,"Age",21.99,242.85,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Male",2,"Age",43.28,264.56,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Male",3,"Age",279.38,283.19,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Male",4,"Age",117.12,319.98,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Male",5,"Age",32.31,359.79,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Male",6,"Age",38.37,414.37,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Male",7,"Age",3.09,551.89,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Male",8,"Age",11.04,498.51,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Male",12,"Age",0.01,873.94,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Male",9,"Age",0.03,898.64,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",782,40219,"kWd",1000,"Estimated_Distribution","Male",10,"Age",0,995.72,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Male",1,"Age",3.27,53.99,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Male",2,"Age",43.2,158.42,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Male",3,"Age",82.22,170.48,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Male",4,"Age",11.06,261.08,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Male",5,"Age",4.6,291.98,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Male",6,"Age",1.29,420.03,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Male",8,"Age",0.09,485.79,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Discards","Reported","Raised_Discards",NA,"VIIe","1","Quarter","SSC_DEF_All_0_0_All",63.55,40219,"kWd",NA,"Estimated_Distribution","Male",7,"Age",0.08,485.79,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","TBB_DEF_70-99_0_0_all",58768,251664,"kWd",59000,"Estimated_Distribution","Male",2,"Age",3252.9,264.56,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","TBB_DEF_70-99_0_0_all",58768,251664,"kWd",59000,"Estimated_Distribution","Male",3,"Age",20995.66,283.19,NA,0,0,0,0,0
"ple-echw","Belgium",2012,"Landings","Reported","Imported_Data",NA,"VIIe","1","Quarter","TBB_DEF_70-99_0_0_all",58768,251664,"kWd",59000,"Estimated_Distribution","Male",4,"Age",8801.57,319.98,NA,0,0,0,0,0
